label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
2	1046 m/(s^2)	1.4508	Computer Engineering	San Jose, San Diego	-379	541	836	2.0917 m	-128	Computer Game Design	1498 m/(s^2)
8		0.0758	Games and Playable Media	Anaheim	2221	788	640	-0.4697 m	-357	Computer Science	-2313 m/(s^2)
5	-189 m/(s^2)	-0.002	Computational Media	Santa Ana	1613	939	432	1.5219 m	-488	Computational Media	898 m/(s^2)
8	481 m/(s^2)	1.4077	Natural Language Processing	Anaheim	876	182	-908	-1.1199 m	-520	Games and Playable Media	-392 m/(s^2)
6	-673 m/(s^2)	1.2467	Data Science	Stockton	-1736	730	-798	0.6984 m	1697	Bioinformatics	580 m/(s^2)
7	119 m/(s^2)	0.7051	Bioengineering	Santa Clarita, Moreno Valley	488	1058	-395	-0.0412 m	-131	Human Computer Interaction	1884 m/(s^2)
2	136 m/(s^2)	1.1223	Computer Engineering	San Diego	961	2709	623	-1.603 m	-140	Electrical Engineering	1516 m/(s^2)
2	-550 m/(s^2)	0.8776	Bioengineering	Oakland	1420	684	-829	-0.9518 m	87	robotics engineering	439 m/(s^2)
7	765 m/(s^2)	0.9952	Bioengineering	Modesto	119	-666	-282	1.1606 m	734	Bioinformatics	1958 m/(s^2)
8	-1135 m/(s^2)	-0.5004	Games and Playable Media	San Francisco	6	1550	284	-0.7847 m	98	Games and Playable Media	1102 m/(s^2)
4	-155 m/(s^2)	-0.1592	Bioinformatics	Long Beach	-1387	490	-1755	0.1179 m	-181	Computer Science	-448 m/(s^2)
0	-88 m/(s^2)	1.5647	Applied Mathematics	Chula Vista	999	-34	2752	1.1879 m	800	Data Science	660 m/(s^2)
2	227 m/(s^2)	1.7438	Electrical Engineering	San Jose, Oakland	1409	454	1282	0.9863 m	-289	Electrical Engineering	809 m/(s^2)
7	971 m/(s^2)	2.6305	Computer Engineering	Moreno Valley	-350	510	-586	0.5327 m	615	Computer Science	565 m/(s^2)
8	-446 m/(s^2)	-0.6688	Natural Language Processing	Anaheim	1059	869	858	0.654 m	733	Computer Game Design	-50 m/(s^2)
6	152 m/(s^2)	0.1105	Data Science	Los Angeles	2017	914	-192	-0.4418 m	589	Statistics	-403 m/(s^2)
2	1401 m/(s^2)	0.9439	Electrical Engineering	San Francisco	-730	262	572	0.8449 m	732	Robotics Engineering	90 m/(s^2)
3	614 m/(s^2)	1.7322	Electrical Engineering	BAKERSFIELD, FRESNO	67	-473	814	1.4012 m	-344	Applied Mathematics	1241 m/(s^2)
7	2176 m/(s^2)	1.8735	Bioengineering	Modesto, Moreno Valley	-1433	2537	737	1.3316 m	534	Bioinformatics	1323 m/(s^2)
3	1105 m/(s^2)	0.7226	Electrical Engineering	Fresno	-181	65	941	0.9437 m	610	Applied Mathematics	-229 m/(s^2)
0	1798 m/(s^2)	1.2906	Applied Mathematics	San Diego, Oakland	507	596	341	-0.2613 m	-288	Bioengineering	-19 m/(s^2)
4	-864 m/(s^2)	1.5855	Human Computer Interaction	long beach	n/a	-214	1462	-0.4031 m	-237	Computer Engineering	1918 m/(s^2)
3	-382 m/(s^2)	0.2893	Electrical Engineering	Bakersfield	-882	573	-355	1.0662 m	-357	Applied Mathematics	485 m/(s^2)
3	1069 m/(s^2)	0.872	Electrical Engineering	Fresno	-335	2171	73	1.4768 m	-35	Applied Mathematics	2169 m/(s^2)
7	1122 m/(s^2)	0.015	Bioengineering	Santa Clarita	-186	1124	-462	-1.3056 m	577	Human Computer Interaction	2673 m/(s^2)
0	115 m/(s^2)	0.8553	Applied Mathematics	Fremont	204	445	1179	1.5268 m	None	Data Science	158 m/(s^2)
6	-1438 m/(s^2)	1.108	Games and Playable Media	Riverside, Sacramento	-988	457	-1432	-0.427 m	1298	Statistics	-580 m/(s^2)
4	-776 m/(s^2)	0.5761	Bioinformatics	Long Beach	256	1584	319	0.6502 m	279	Computer Science	43 m/(s^2)
2	-759 m/(s^2)	0.4609	Computer Engineering	SAN DIEGO, SAN JOSE	1705	1062	220	1.0704 m	-95	Electrical Engineering	-1296 m/(s^2)
0	60 m/(s^2)	-0.364	Applied Mathematics	Chula Vista	1585	693	1847	1.2391 m	-458	Bioengineering	1150 m/(s^2)
2	1312 m/(s^2)	-0.9527	Computer Engineering	San Jose	956	-671	-96	1.6616 m	69	Electrical Engineering	-387 m/(s^2)
2	1222 m/(s^2)	0.9266	Computer Engineering	San Jose	-90	1684	899	0.8534 m	1408	Electrical Engineering	719 m/(s^2)
5	-1917 m/(s^2)	0.1593	Computational Media	Santa Ana	-121	56	767	0.1274 m	-18	Computational Media	1416 m/(s^2)
4	-7 m/(s^2)	-0.5139	Biotechnology	Irvine	N/A	266	1507	1.8647 m	1156	Computer Science	1210 m/(s^2)
6	-819 m/(s^2)	0.9941	Data Science	Riverside, Sacramento	222	616	-716	-0.8776 m	895	Statistics	-72 m/(s^2)
4	-216 m/(s^2)	1.4165	Bioinformatics	Fremont	-511	1143	286	0.7141 m	1225	Computer Science	1309 m/(s^2)
5	-2582 m/(s^2)	0.2813	Computational Media	Santa Ana	445	1070	1223	-0.1981 m	-302	Statistics	-199 m/(s^2)
8	-912 m/(s^2)	0.5488	Natural Language Processing	Anaheim	1102	1951	-974	1.4004 m	41	Computer Game Design	-962 m/(s^2)
5	-96 m/(s^2)	0.3772	Electrical Engineering	Santa Ana	-10	1218	719	-0.702 m	676	Computational Media	1643 m/(s^2)
2	1302 m/(s^2)	1.6668	Computer Engineering	San Diego	865	1763	30	2.2977 m	831	Bioengineering	22 m/(s^2)
4	1911 m/(s^2)	-0.5244	Applied Mathematics	Los Angeles	123	-236	-369	1.1626 m	1097	Computer Science	820 m/(s^2)
1	2756 m/(s^2)	-1.112	Robotics Engineering	Irvine	1586	2566	147	-0.523 m	1386	Biotechnology, Natural Language Processing	348 m/(s^2)
0	-489 m/(s^2)	1.1547	Applied Mathematics	Chula Vista	1364	1334	1254	1.7995 m	-1001	Bioengineering	622 m/(s^2)
5	12 m/(s^2)	-0.0342	Computer Engineering	Moreno Valley, Santa Clarita	813	2064	-723	-0.6508 m	828	Computational Media	1627 m/(s^2)
4	-401 m/(s^2)	1.8696	Bioinformatics	Fremont	-4	-888	-221	0.1157 m	208	Computer Science	626 m/(s^2)
7	1648 m/(s^2)	0.1177	Bioengineering	Santa Clarita, Modesto	1520	1627	694	1.1869 m	70	Computer Engineering	1823 m/(s^2)
2	824 m/(s^2)	1.6868	Natural Language Processing	Oakland	40	773	1102	0.3335 m	75	Electrical Engineering	1443 m/(s^2)
7	-39 m/(s^2)	0.0024	Electrical Engineering	San Francisco	390	578	365	2.343 m	-196	Computer Engineering	1743 m/(s^2)
7	1952 m/(s^2)	0.3364	Bioengineering	Modesto, Moreno Valley	304	2165	-140	0.6645 m	-258	Computer Engineering	707 m/(s^2)
3	3936 m/(s^2)	0.3588	Electrical Engineering	San Bernardino, Bakersfield	-9	98	1505	1.4554 m	514	Applied Mathematics	438 m/(s^2)
3	1151 m/(s^2)	0.3428	Electrical Engineering	San Bernardino, Fresno	-1699	1866	178	0.1436 m	-630	Applied Mathematics	623 m/(s^2)
8	668 m/(s^2)	0.8313	Games and Playable Media	SAN FRANCISCO	-328	1206	-439	-0.254 m	70	Computational Media	157 m/(s^2)
0	681 m/(s^2)	2.3429	Applied Mathematics	Chula Vista	444	-714	1734	-0.0949 m	850	Bioengineering	996 m/(s^2)
8	135 m/(s^2)	0.5506	Bioengineering	Anaheim	-1971	1252	399	-0.0814 m	-39	computer game design	-1136 m/(s^2)
2	1599 m/(s^2)	1.6068	Computer Engineering	San Jose, Oakland	495	509	2043	-0.0185 m	0	Electrical Engineering	1540 m/(s^2)
4	1925 m/(s^2)	1.7489	Bioinformatics	Fremont	887	-147	1423	-0.0214 m	302	Computer Science	1076 m/(s^2)
4	737 m/(s^2)	0.0996	Biotechnology	Long Beach	-442	189	1541	n/a	964	computer science	298 m/(s^2)
6	435 m/(s^2)	-0.9391	Robotics Engineering	Chula Vista	-1240	305	-1144	0.3477 m	888	Statistics	1239 m/(s^2)
7	-330 m/(s^2)	-0.0346	Bioengineering	Santa Clarita	692	372	449	1.0047 m	1222	Computer Engineering	2006 m/(s^2)
6	-144 m/(s^2)	-0.8072	Computer Science	Stockton, Sacramento	-28	1652	-525	2.61 m	247	Bioinformatics	34 m/(s^2)
5	-1799 m/(s^2)	0.4187	Electrical Engineering	Long Beach	-872	-89	-302	-0.0907 m	182	Computer Science	403 m/(s^2)
0	1747 m/(s^2)	1.9435	Applied Mathematics	Chula Vista	407	237	603	0.4942 m	203	Data Science	773 m/(s^2)
8	-704 m/(s^2)	-0.1917	Applied Mathematics	San Francisco	7	2934	291	0.4698 m	-330	Games and Playable Media	121 m/(s^2)
1	-817 m/(s^2)	0.2674	Computer Game Design	Irvine	930	1489	2376	-1.783 m	779	Technology and Information Management, Biotechnology	3348 m/(s^2)
0	102 m/(s^2)	1.3332	Applied Mathematics	Chula Vista	795	1207	1844	0.0712 m	737	Data Science	1592 m/(s^2)
3	1328 m/(s^2)	0.124	Electrical Engineering	San Bernardino	340	1633	-276	1.1236 m	185	Applied Mathematics	-5 m/(s^2)
6	332 m/(s^2)	0.9492	COMPUTER SCIENCE	Riverside	1293	1247	653	-1.6113 m	290	Robotics Engineering	887 m/(s^2)
8	18 m/(s^2)	0.1038	Applied Mathematics	Anaheim	959	947	544	-0.9573 m	181	Computer Game Design	-563 m/(s^2)
0	1069 m/(s^2)	1.3861	Computational Media	Chula Vista	169	?	1251	-0.869 m	215	Bioengineering	899 m/(s^2)
1	832 m/(s^2)	1.9074	cOMPUTER gAME dESIGN	Los Angeles	729	1166	-415	0.3362 m	-95	natural language processing	72 m/(s^2)
5	61 m/(s^2)	1.156	COMPUTATIONAL MEDIA	Santa Ana	280	2094	595	-0.8145 m	1249	Computational Media	947 m/(s^2)
5	-244 m/(s^2)	-0.0383	Technology and Information Management	Santa Ana	1703	2480	492	NULL	-598	Human Computer Interaction	1322 m/(s^2)
0	-652 m/(s^2)	0.6253	Applied Mathematics	Chula Vista	-212	-495	161	-0.4874 m	-322	Data Science	1183 m/(s^2)
6	1263 m/(s^2)	0.8658	Computer Science	Riverside, Sacramento	-491	1831	663	1.4971 m	-539	Bioinformatics	669 m/(s^2)
2	1550 m/(s^2)	0.1121	Computer Engineering	Oakland	-16	-328	766	0.1854 m	81	Electrical Engineering	457 m/(s^2)
1	-445 m/(s^2)	-0.1979	Computer Game Design	Irvine	1038	882	-373	1.3521 m	742	Technology and Information Management, Natural Language Processing	479 m/(s^2)
3	701 m/(s^2)	-0.4922	Bioengineering	San Bernardino, Fresno	1634	30	302	n/a	791	Applied Mathematics	920 m/(s^2)
2	580 m/(s^2)	0.907		Bakersfield	713	-126	639	1.3381 m	747	Robotics Engineering	1332 m/(s^2)
7	777 m/(s^2)	-0.415	Bioengineering	Modesto	96	-249	-457	0.4681 m	1004	Computer Engineering	1240 m/(s^2)
1	529 m/(s^2)	1.6248	Computational Media	Los Angeles	-1129	-783	641	0.1058 m		Natural Language Processing, Technology and Information Management	1296 m/(s^2)
2	1695 m/(s^2)	0.9	Computer Engineering	?	-90	1795	1599	-0.0373 m	-162	Bioinformatics	992 m/(s^2)
5	216 m/(s^2)	0.6812	Computational Media	Santa Ana	2140	1713	1444	2.2855 m	911	Computational Media	814 m/(s^2)
7	1410 m/(s^2)	0.0711	Bioengineering	Santa Clarita	1602	600	343	0.4331 m	-217	hUMAN cOMPUTER iNTERACTION	989 m/(s^2)
3	-689 m/(s^2)	1.7338	Electrical Engineering	Bakersfield, Fresno	-836	-1106	344	-1.0492 m	357	Applied Mathematics	976 m/(s^2)
2	1962 m/(s^2)	0.5554	Computer Engineering	San Jose, Oakland	-100	1266	-41	-0.4066 m	844	N/A	1494 m/(s^2)
5	129 m/(s^2)	0.6186	Statistics	Santa Ana	2290	876	-112	1.1052 m	NULL	Computational Media	988 m/(s^2)
4	924 m/(s^2)	-0.2281	Bioinformatics	Irvine	1626	-437	-832	1.0261 m	-925	hUMAN cOMPUTER iNTERACTION	2354 m/(s^2)
3	278 m/(s^2)	0.012	eLECTRICAL eNGINEERING	Fresno	989	1558	-948	1.2945 m	-104	Applied Mathematics	-243 m/(s^2)
4	894 m/(s^2)	0.3456	Bioinformatics	Long Beach	521	-64	938	0.4363 m	645	Computer Science	41 m/(s^2)
1	2308 m/(s^2)	-0.8897	robotics engineering	Los Angeles	-1423	625	-516	0.0676 m	797	Technology and Information Management	941 m/(s^2)
1	476 m/(s^2)	0.7984	Natural Language Processing	Irvine	-897	874	1953	-0.0153 m	-87	Technology and Information Management	554 m/(s^2)
7	1146 m/(s^2)	1.2683	Bioengineering	Santa Clarita	-545	1909	-1322	1.8948 m	1197	Computer Engineering	770 m/(s^2)
0	1740 m/(s^2)	0.3108	Applied Mathematics	Chula Vista	-1394	631	330	1.6632 m	-29	Data Science	2033 m/(s^2)
6	1184 m/(s^2)	-0.5879	Data Science	Riverside	-93	1706	-958	1.4449 m	608	Statistics	-282 m/(s^2)
0	262 m/(s^2)	0.6407	Biotechnology	Chula Vista	1283	789	358	-2.2243 m	-650	Bioengineering	2392 m/(s^2)
8	-439 m/(s^2)	-0.9522	Games and Playable Media	Anaheim	656	1500	1365	0.4912 m	-316	Games and Playable Media	-1025 m/(s^2)
1	-877 m/(s^2)	0.1908	Robotics Engineering	Irvine	37	3327	1024	1.6542 m	508	Natural Language Processing	-256 m/(s^2)
7	590 m/(s^2)	1.7003	Bioengineering	Modesto, Moreno Valley	-653	2466	-411	-0.2234 m	485	Computer Engineering	777 m/(s^2)
3	294 m/(s^2)	1.2999	Electrical Engineering	San Bernardino	1265	850	2540	0.5248 m	-626	Applied Mathematics	714 m/(s^2)
4	467 m/(s^2)	NULL	Bioinformatics	Fremont	110	375	-174	0.5277 m	425	Computer Science	-118 m/(s^2)
1	650 m/(s^2)	0.741	Robotics Engineering	Los Angeles	-116	787	1843	1.7261 m	707	Biotechnology, Technology And Information Management	1258 m/(s^2)
6	-87 m/(s^2)	0.7129	Data Science	Stockton, Sacramento	1885	957	175	0.5835 m	373	Applied Mathematics	-136 m/(s^2)
4	-5 m/(s^2)	0.8366	Human Computer Interaction	Fremont	821	-1184	867	0.592 m	-504	Computer Science	1746 m/(s^2)
2	1391 m/(s^2)	0.143	Computer Engineering	San Jose	1746	457	121	1.8752 m	1459	electrical engineering	971 m/(s^2)
8	492 m/(s^2)	-0.5975	Games and Playable Media	San Francisco	708	2189	-245	1.2737 m	483	Computer Game Design	-514 m/(s^2)
4	790 m/(s^2)	-0.3466	Computational Media	Fremont	1410	-717	986	-1.0781 m	-824	Computer Science	71 m/(s^2)
2	868 m/(s^2)	1.8967	Computer Engineering	Oakland, San Diego	1787	953	-540	-0.0012 m	613	Robotics Engineering	3449 m/(s^2)
4	-497 m/(s^2)	1.246	Robotics Engineering	Long Beach	-1407	188	782	0.1943 m	1292	Computer Science	750 m/(s^2)
7	-40 m/(s^2)	1.9656	Bioengineering	Moreno Valley	-995	1159	161	-0.3386 m	-162	Applied Mathematics	1274 m/(s^2)
0	230 m/(s^2)	0.2239	Applied Mathematics	Chula Vista	-1114	210	-218	1.9826 m	1085	Data Science	1358 m/(s^2)
8	82 m/(s^2)	-0.8681	Games and Playable Media	San Francisco	330	1126	591	0.1658 m	-39	Electrical Engineering	-19 m/(s^2)
6	1367 m/(s^2)	1.1254	Computer Science	RIVERSIDE, STOCKTON	-45	647	450	-1.7127 m	274	Statistics	-471 m/(s^2)
7	944 m/(s^2)	-0.1599	Bioengineering	Modesto, Santa Clarita	2196	-944	-1012	0.0569 m	969	Computer Engineering	1470 m/(s^2)
3	-272 m/(s^2)	0.2662	Electrical Engineering	San Bernardino	326	633	1527	0.8156 m	-128	Computational Media	-460 m/(s^2)
7	978 m/(s^2)	0.0958	Bioengineering	Moreno Valley	631	865	-410	0.1405 m	534	Applied Mathematics	1098 m/(s^2)
8	135 m/(s^2)	1.7235	NATURAL LANGUAGE PROCESSING	San Francisco	1545	-250	287	-1.6242 m	856	Computer Game Design	-112 m/(s^2)
1	978 m/(s^2)	0.0318	Robotics Engineering	Irvine	439	1688	-2	0.7369 m	1198	Natural Language Processing, Technology and Information Management	1107 m/(s^2)
0	-786 m/(s^2)	0.6514	Applied Mathematics	Chula Vista	-60	1651	84	0.0409 m	-125	Data Science	-19 m/(s^2)
2		2.3408	Computer Engineering	San Jose, Oakland	1244	352	604	NULL	-1123	Games and Playable Media	894 m/(s^2)
2	1103 m/(s^2)	1.4793	Computer Engineering	San Diego	294	596	372	0.8909 m	1129	Electrical Engineering	887 m/(s^2)
4	1661 m/(s^2)	-0.5335	Human Computer Interaction	Long Beach	-396	-154	-194	0.7319 m	1492	Computer Science	-180 m/(s^2)
1	1516 m/(s^2)	1.1126	Robotics Engineering	Irvine	2196	2170	404	1.5407 m	-87	Biotechnology, Natural Language Processing	647 m/(s^2)
0	-580 m/(s^2)	-0.0198	Applied Mathematics	Chula Vista	1425	-81	577	-0.2059 m	1375	BIOENGINEERING	-538 m/(s^2)
7	446 m/(s^2)	-0.6649	Bioengineering	Moreno Valley, Modesto	473	1173	-760	-0.4642 m	1269	Computer Engineering	156 m/(s^2)
6	1128 m/(s^2)	-0.0511	Data Science	Stockton, Riverside	-729	996	-857	0.8103 m	82	Computer Engineering	-621 m/(s^2)
0	-215 m/(s^2)	1.7095	Bioengineering	Chula Vista	168	800	-381	0.1333 m	1300	Data Science	53 m/(s^2)
7	349 m/(s^2)	1.3787	Bioinformatics	Bakersfield, San Bernardino	265	661	-1257	1.7265 m	31	aPPLIED mATHEMATICS	1433 m/(s^2)
5	1198 m/(s^2)	-0.3332		Santa Ana	1635	1927	-488	-1.1542 m	-812	n/a	582 m/(s^2)
0	-266 m/(s^2)	0.7807	APPLIED MATHEMATICS	Chula Vista	1286	1510	298	-0.7889 m	1591	Data Science	1813 m/(s^2)
6	598 m/(s^2)	0.4426	Computer Science	Riverside	786	630	174	4.1256 m	744	Bioinformatics	-885 m/(s^2)
0	-527 m/(s^2)	0.9408	Applied Mathematics	Chula Vista	1716	?	1141	0.9461 m	1807	Data Science	1684 m/(s^2)
1	1040 m/(s^2)	-0.4182	Computer Game Design	Los Angeles	497	-518	-277	-0.2526 m	36	Biotechnology	324 m/(s^2)
1	1002 m/(s^2)	1.6208	Computer Game Design	Irvine	-279	691	-542	1.5752 m	138	Technology and Information Management, Natural Language Processing	2653 m/(s^2)
1	336 m/(s^2)	-0.4963	Computer Game Design	Los Angeles	1283	2536	554	1.3613 m	624	Games and Playable Media	800 m/(s^2)
1	365 m/(s^2)	1.1231	Robotics Engineering	Los Angeles	-575	-298	-65	1.7223 m	480	Technology and Information Management	1714 m/(s^2)
5	15 m/(s^2)	0.4948	Statistics	Santa Ana	-1597	86	45	0.6191 m	868	Computational Media	995 m/(s^2)
7	1689 m/(s^2)	-0.18	Computer Science	Santa Clarita	-1376	1673	141	0.7913 m	1123	Computer Engineering	1128 m/(s^2)
6	438 m/(s^2)	-1.3323	Data Science	Stockton, Riverside	-949	1728	214	2.3242 m	508	Statistics	-296 m/(s^2)
2	774 m/(s^2)	1.9338	Applied Mathematics	San Diego	-1591	1132	972	0.5202 m	933	Robotics Engineering	1299 m/(s^2)
8	-1870 m/(s^2)	-0.0897	Games and Playable Media	San Francisco	793	1742	589	-0.9321 m	-1020	Computer Game Design	43 m/(s^2)
3	1787 m/(s^2)	0.2183	Electrical Engineering	Fresno, Bakersfield	-1677	1244	734	0.2729 m	472	Applied Mathematics	1879 m/(s^2)
3	877 m/(s^2)	1.1457	Electrical Engineering	Fresno	257	1016	1102	2.5246 m	615	Robotics Engineering	2016 m/(s^2)
3	723 m/(s^2)	1.3093	Electrical Engineering	Fresno, Bakersfield	-246	359	674	0.2084 m	1206	Applied Mathematics	244 m/(s^2)
8	-405 m/(s^2)	-0.6956	Natural Language Processing	Anaheim	1028	2075	-1456	-0.2573 m	640	Games and Playable Media	-149 m/(s^2)
8	1922 m/(s^2)	-0.2173	Natural Language Processing	San Francisco	827	-6	-654	-0.4094 m	227	Computer Game Design	1178 m/(s^2)
1	1291 m/(s^2)	-1.0185	Computer Game Design	Los Angeles	417	256	551	0.8316 m	1283	Technology and Information Management, Biotechnology	912 m/(s^2)
5	666 m/(s^2)	0.3047	Statistics	Long Beach	346	736	-278	1.9387 m	546	Computational Media	1844 m/(s^2)
5	-1734 m/(s^2)	1.1098	Computational Media	Santa Ana	-489	454	1501	1.7951 m	1119	Computational Media	2239 m/(s^2)
3	2088 m/(s^2)	0.9031	Electrical Engineering	Bakersfield	2876	-1292	1679	-0.4715 m	1612	Applied Mathematics	1096 m/(s^2)
5	947 m/(s^2)	-0.2046	Electrical Engineering	Santa Ana	828	189	84	-0.6477 m	383	Computational Media	1196 m/(s^2)
2	451 m/(s^2)	1.4899	Computer Engineering	Oakland	1281	2126	61	0.472 m	-287	Electrical Engineering	1257 m/(s^2)
8	923 m/(s^2)	-0.4254	Applied Mathematics	San Francisco	461	1919	976	0.0729 m	-37	Applied Mathematics	-36 m/(s^2)
5	83 m/(s^2)	0.5322	n/a	Santa Ana	1659	10	-298	1.2817 m	682	Computational Media	1724 m/(s^2)
7	1119 m/(s^2)	0.2544	Bioengineering	Modesto, Santa Clarita	258	404	-168	-1.0491 m	236	Human Computer Interaction	1936 m/(s^2)
1	659 m/(s^2)	-0.9449	Computer Game Design	Irvine	1286	1663	518	0.2842 m	1763	Natural Language Processing, Biotechnology	N/A
8	-65 m/(s^2)	0.3743	Games and Playable Media	Anaheim	-851	374	-2300	-0.3026 m	-823	Computer Game Design	-1196 m/(s^2)
1	-168 m/(s^2)	1.7346	Computer Game Design	Los Angeles	-327	1412	683	1.7221 m	-256	Technology and Information Management, Natural Language Processing	1677 m/(s^2)
7	1578 m/(s^2)	0.2859	Games and Playable Media	Moreno Valley	-464	493	-850	-1.6899 m	-705	Computer Engineering	1036 m/(s^2)
3	2197 m/(s^2)	0.107	Electrical Engineering	San Bernardino, Bakersfield	2328	742	2481	-0.2524 m	NULL	Applied Mathematics	1137 m/(s^2)
5	1184 m/(s^2)	0.8601	Statistics	Santa Ana	-115	585	-478	0.2901 m	1300	Computational Media	415 m/(s^2)
0	67 m/(s^2)	1.016	Applied Mathematics	Chula Vista	674	1596	975	-0.2207 m	1657	Computer Engineering	870 m/(s^2)
8	-402 m/(s^2)	-0.487	Games and Playable Media	Anaheim	-368	499	-475	1.5477 m	-216	Computer Game Design	1314 m/(s^2)
4	-641 m/(s^2)	0.8661	Bioinformatics	Long Beach	652	730	903	0.0882 m	-370	Computer Science	1777 m/(s^2)
2	206 m/(s^2)	0.919	Computer Engineering	San Diego	-712	-135	375	3.3251 m	1167	Statistics	1609 m/(s^2)
8	1298 m/(s^2)	0.7049	Games and Playable Media	Fremont	1065	762	1191	0.8168 m	594	Computer Game Design	-874 m/(s^2)
4	1930 m/(s^2)	0.1941	Human Computer Interaction	Fremont	1005	-913	n/a	0.4134 m	38	Computer Science	43 m/(s^2)
1	-230 m/(s^2)	2.3697	Biotechnology	Irvine	2051	484	-197	-0.2254 m	658	Biotechnology	1665 m/(s^2)
6	-44 m/(s^2)	0.9121	Computer Science	Riverside	457	-1263	-36	0.1039 m	-13	Bioinformatics	778 m/(s^2)
4	1047 m/(s^2)	1.3832	Bioinformatics	Long Beach	1289	202	971	2.0823 m	1159	Computer Science	605 m/(s^2)
6	393 m/(s^2)	0.6935	Computer Science	Stockton, Sacramento	1327	1957	-158	-0.0602 m	1235	Bioinformatics	-519 m/(s^2)
6	-1418 m/(s^2)	-0.0518	Computer Science	Stockton	-694	-275	68	-0.5879 m	838	Bioinformatics	-203 m/(s^2)
1	-369 m/(s^2)	-0.2006	Robotics Engineering	Stockton	-969	2270	1338	0.7582 m	191	Technology and Information Management, Biotechnology	1833 m/(s^2)
1	833 m/(s^2)	NULL	Robotics Engineering	Los Angeles	-675	1140	941	2.0852 m	-753	Technology and Information Management	2079 m/(s^2)
4	1439 m/(s^2)	1.0642	Human Computer Interaction	Fremont	458	-1705	-281	2.2089 m	194	Computer Science	1739 m/(s^2)
8	-714 m/(s^2)	0.7975	Games and Playable Media	Anaheim	354	558	629	-0.0268 m	-257	computer game design	1784 m/(s^2)
4	404 m/(s^2)	1.5099	Bioinformatics	Fremont	-255	1402	1391	0.4405 m	974	Computer Science	2580 m/(s^2)
4	474 m/(s^2)	-0.0853	Biotechnology	Long Beach	2161	-226	1136	-0.8658 m	812	Computer Science	1017 m/(s^2)
3	-369 m/(s^2)	-0.0197	Electrical Engineering	Fresno, Bakersfield	-390	-54	-366	0.2498 m	114	Applied Mathematics	1574 m/(s^2)
0	-544 m/(s^2)	0.5081	applied mathematics	Chula Vista	-722	1681	2046	-0.5936 m	-631	Bioengineering	1024 m/(s^2)
8	864 m/(s^2)	0.2362	Games and Playable Media	San Francisco	-737	-186	-552	0.4584 m	848	Computational Media	1528 m/(s^2)
4	-313 m/(s^2)	1.0425	Human Computer Interaction	Long Beach	59	-326	550	1.2246 m	1120	Biotechnology, Natural Language Processing	1444 m/(s^2)
8	-934 m/(s^2)	-0.0647	Games and Playable Media	Anaheim	2292	764	709	1.9379 m	302	Computer Game Design	NULL
8	-832 m/(s^2)	-0.8208	Games and Playable Media	Los Angeles	1869	2463	-366	0.7301 m	915	cOMPUTER gAME dESIGN	-1300 m/(s^2)
6	-243 m/(s^2)	1.122	Data Science	Stockton, Riverside	-599	692	573	1.3952 m	1419	Bioinformatics	-217 m/(s^2)
4	-998 m/(s^2)	0.8861	Biotechnology		-652	-326	1703	1.3704 m	1629	Computer Science	334 m/(s^2)
0	1106 m/(s^2)	0.9296	Applied Mathematics	Chula Vista	-723	1028	1872	0.7456 m	670	Bioengineering	1862 m/(s^2)
2	435 m/(s^2)	1.2815	Computer Engineering	Oakland	486	-1374	1491	2.6416 m	540	Robotics Engineering	1760 m/(s^2)
7	441 m/(s^2)	0.8929	Bioengineering	Santa Clarita, Modesto	672	1313	-362	-1.0666 m	747	Computer Engineering	1537 m/(s^2)
5	1642 m/(s^2)	1.131	Computational Media	Santa Ana	274	-578	-581	1.2839 m	482	Computational Media	1567 m/(s^2)
1	869 m/(s^2)	0.7919	Robotics Engineering	Irvine	-1222	832	1418	-0.6719 m	832	Technology and Information Management, Biotechnology	1986 m/(s^2)
6	-717 m/(s^2)	-0.6781	Computer Science	Stockton	-1468	-1172	1111	0.9833 m	1535	Bioinformatics	-447 m/(s^2)
0	-1400 m/(s^2)	0.4505	Applied Mathematics	Chula Vista	952	1511	2012	3.1328 m	989	Bioengineering	503 m/(s^2)
0	1324 m/(s^2)	-0.2849	Applied Mathematics	Chula Vista	770	909	-626	-0.3479 m	81	Data Science	1730 m/(s^2)
0	-1389 m/(s^2)	1.2216	Applied Mathematics	Chula Vista	1957	1049	269	-0.2565 m	-140	Data Science	1142 m/(s^2)
2	758 m/(s^2)	1.8014	Computer Engineering	San Diego	236	87	980	0.5978 m	256	Electrical Engineering	2569 m/(s^2)
6	-333 m/(s^2)	-0.0931	Computer Science	Riverside	1278	154	-982	0.2604 m	1370	Computer Science	-142 m/(s^2)
8	-142 m/(s^2)	-0.3777	Games and Playable Media	Anaheim	504	1086	-744	0.5242 m	-262	Applied Mathematics	765 m/(s^2)
2	629 m/(s^2)	0.7754	Computer Engineering	Chula Vista	-507	555	913	0.5766 m	392	Data Science	-201 m/(s^2)
2	1975 m/(s^2)	0.1302	Computer Engineering	Oakland, San Jose	1715	569	-1315	-0.75 m	-556	Robotics Engineering	2263 m/(s^2)
4	2432 m/(s^2)	0.424	Biotechnology	Fremont	n/a	-993	912	-0.6547 m	1362	Computer Science	-155 m/(s^2)
